Hand Direction_X,Hand Direction_Y,Hand Direction_Z,THUMB_X,THUMB_Y,THUMB_Z,INDEX_X,INDEX_Y,INDEX_Z,MIDDLE_X,MIDDLE_Y,MIDDLE_Z,RING_X,RING_Y,RING_Z,PINKY_X,PINKY_Y,PINKY_Z,RESULT
0.1132769,-0.8939009,-0.43371603,0.27878937,-0.9582501,-0.06350806,-0.31793004,-0.5316532,0.78502566,-0.08324414,0.72648925,0.6821171,-0.011311635,0.7391784,0.67341465,0.06223646,0.58164644,0.8110573,0
0.113043495,-0.8948611,-0.4317925,0.2774551,-0.95876443,-0.061558165,-0.3145823,-0.5350725,0.78405064,-0.0836019,0.7270121,0.68151605,-0.011480746,0.7400841,0.6724163,0.06141923,0.58247864,0.81052226,0
0.11302734,-0.89557546,-0.4303132,0.27679,-0.9590519,-0.060056422,-0.31080997,-0.5389573,0.7828935,-0.08436095,0.72702974,0.6814037,-0.011866129,0.7406002,0.67184114,0.060498573,0.58300906,0.81021005,0
0.11286528,-0.8960667,-0.4293319,0.27674848,-0.9591302,-0.058986876,-0.30749092,-0.54158837,0.78238827,-0.08442799,0.7266888,0.681759,-0.011957568,0.74058646,0.6718547,0.060024243,0.58268905,0.8104755,0
0.11253496,-0.8964737,-0.4285683,0.27706328,-0.95909274,-0.05811214,-0.30435848,-0.54249,0.7829882,-0.08419457,0.7258247,0.68270767,-0.011866074,0.7400711,0.6724239,0.0599925,0.5816036,0.8112572,0
0.11188305,-0.8970649,-0.42750058,0.27654898,-0.95931137,-0.05694158,-0.30135542,-0.5443268,0.782875,-0.08417788,0.725095,0.6834847,-0.01177037,0.73971426,0.6728182,0.059995912,0.58080244,0.8118307,0
0.111186236,-0.89752954,-0.42670634,0.27650708,-0.9594028,-0.05558884,-0.2989547,-0.5455356,0.782954,-0.08426582,0.7247231,0.68386817,-0.011666056,0.73928666,0.6732898,0.060075536,0.57944155,0.81279665,0
0.11029353,-0.89783204,-0.42630154,0.2764103,-0.9595082,-0.054234464,-0.29752123,-0.547596,0.7820612,-0.084704615,0.72492844,0.6835963,-0.011743456,0.73880005,0.6738224,0.059852578,0.5782113,0.8136887,0
0.1092942,-0.8981055,-0.42598268,0.27555338,-0.95982724,-0.05293412,-0.29673862,-0.54900354,0.7813714,-0.084904246,0.72560424,0.6828542,-0.011782413,0.73859024,0.67405164,0.05934358,0.5773861,0.81431174,0
0.108495496,-0.89825106,-0.42588004,0.2744004,-0.96020263,-0.05210927,-0.29677227,-0.55158293,0.77953994,-0.085375294,0.7265145,0.6818268,-0.012049079,0.7386358,0.67399704,0.058374666,0.5775155,0.81429005,0
0.10772817,-0.89820945,-0.42616248,0.2739249,-0.9603643,-0.051629394,-0.29703882,-0.555233,0.7768425,-0.085072294,0.7268048,0.6815552,-0.011874225,0.738299,0.674369,0.0579564,0.5770367,0.8146593,0
0.1071335,-0.89764553,-0.42749846,0.2746209,-0.96013314,-0.05222816,-0.29797724,-0.5567931,0.77536505,-0.08421965,0.7260324,0.68248373,-0.011686808,0.736926,0.6758723,0.057782114,0.5756538,0.8156494,0
0.10684521,-0.8970474,-0.428824,0.2751313,-0.9599339,-0.053194672,-0.2989672,-0.5627472,0.7706713,-0.084402844,0.72473955,0.68383384,-0.011989056,0.7352211,0.6777213,0.057397887,0.57432693,0.8166113,0
0.10705103,-0.89606094,-0.43083042,0.27693474,-0.9593314,-0.05468524,-0.30030465,-0.56755704,0.7666134,-0.08529008,0.7233983,0.68514264,-0.012573902,0.73298395,0.6801297,0.057120755,0.57247484,0.8179302,0
0.10693771,-0.895211,-0.43262184,0.2799569,-0.95840347,-0.055560496,-0.3000209,-0.57234645,0.76315594,-0.084681354,0.72143644,0.6872834,-0.012277246,0.7303734,0.68293774,0.058313303,0.5698552,0.8196735,0
